O1_NUMORD,O1_NUMMOD,O1_FECORD,O1_DESCRP,O1_NUMPIE,O1_CANORD,O1_NOMTEL,O1_NUMCLI,O1_FECINI,O1_FECFIN,O1_INDINI,O1_INDFIN,O1_CLAAUT,O1_CLAGRA,O1_CLACOR,O1_CANCOR,O1_CLAMAQ,O1_PERMAQ,O1_TALLER,O1_FECMAQ,O1_CLAARM,O1_CANARM,O1_CANINC,O1_CLATER,O1_CANTER,O1_CLAEMB,O1_CLADET,O1_CONDET,O1_CLACAN,O1_CONCAN,O1_CLACOM,O1_LINRAP,O1_COSTOO
320,14204,14/02/2006,PANTALON,1,144,GABARDINA ST. PACIFICO,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,144,S,ROSA,,17/03/2006,S,144.0,,S,144.0,N,N,,N,,N,N,125.88
321,14219,14/02/2006,CAPRI,1,144,GABARDINA ST. PACIFICO,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,144,S,FELIPE,,17/03/2006,S,144.0,,S,144.0,N,N,,N,,N,N,115.52
322,14299,14/02/2006,CAPRI,1,144,GABARDINA ST. FLY FLEX,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
323,14296,14/02/2006,CAPRI,1,144,GABARDINA ST. FLY FLEX,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,144,S,LAURA,,08/03/2006,S,144.0,,S,144.0,N,N,,N,,N,N,99.12
324,14237,14/02/2006,CAPRI,1,144,CANVAS ST./POP. FANTASIA,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,144,S,JOSEFINA,,29/03/2006,S,144.0,,S,143.0,N,N,,N,,N,N,122.56
325,14197,14/02/2006,CAPRI,1,144,LINO ALGODON,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
326,14298,14/02/2006,CAPRI,1,192,CANVAS ST.,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
327,14168,14/02/2006,FALDA,1,198,POP.HILO/BOAL MAQUINILLA,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
328,14243,14/02/2006,FALDA,1,144,POP.HILO/BOAL BOMBAZZA103,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,144,S,CLAUDIA,,12/04/2006,S,145.0,,S,137.0,N,N,,N,,N,N,96.69
329,14248,14/02/2006,FALDA,1,144,POPELINA HILO,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
330,14291,14/02/2006,FALDA,1,198,POP.HILO/BOAL HERMES,991,01/03/2006,31/03/2006,20060301,20060331,S,S,S,198,S,ROSA,,21/04/2006,S,198.0,,S,197.0,N,N,,N,,N,N,89.92
331,14306,14/02/2006,FALDA,1,198,POP.HILO/BOAL BURN OUT101,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
332,14171,14/02/2006,FALDA CORTA,1,144,CANVAS/GAB.CAMISERA CAMUF,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
333,14177,14/02/2006,CAPRI BOLSA CARGO,1,144,GABARDINA ST. 6 OZ.,991,01/03/2006,31/03/2006,20060301,20060331,N,S,N,0,N,,,,N,0.0,,N,0.0,N,S,FALTA DE TELA,S,FUERA DE TIEMPO,N,N,0.00
334,14220,14/02/2006,PANTALON,1,192,CANVAS ST.,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
335,14317,14/02/2006,CAPRI,1,192,GABARDINA ST. 6 OZ.,991,01/03/2006,31/03/2006,20060301,20060331,N,S,N,0,N,,,,N,0.0,,N,0.0,N,S,FALTA DE TELA,S,FUERA DE TIEMPO,N,N,0.00
336,14192,14/02/2006,FALDA,1,144,POP.HILO/HERMES/TUL SEXY,991,01/03/2006,31/03/2006,20060301,20060331,S,S,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
337,14300,14/02/2006,CAPRI,1,144,CANVAS ST.,991,01/03/2006,31/03/2006,20060301,20060331,S,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,FUERA DE TIEMPO,N,N,0.00
338,14160,14/02/2006,PANTALON,1,294,GABARDINA ST. PACIFICO,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,294,S,RAQUEL,,06/04/2006,S,294.0,,S,294.0,N,N,,N,,N,N,116.79
339,14220,14/02/2006,PANTALON,1,294,GABARDINA ST. PACIFICO,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,291,S,JOAQUIN,,12/04/2006,S,291.0,,S,306.0,N,N,,N,,N,N,112.85
340,14223,14/02/2006,PANTALON,1,294,GABARDINA ST. PACIFICO,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,285,S,GABY,,12/04/2006,S,285.0,,S,284.0,N,N,,N,,N,N,126.32
341,14345,14/02/2006,FALDA CORTA,1,150,MEZC.ST.LONG RING/ENCAJE,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,150,S,PEDRO OSORIO,,24/03/2006,S,150.0,,S,150.0,N,N,,N,,N,N,92.97
342,14337,14/02/2006,FALDA CORTA,1,150,GAB.ST.FLY FLEX/SATIN,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,150,S,HERMINIA,,12/04/2006,S,150.0,,S,150.0,N,N,,N,,N,N,66.65
343,14171,14/02/2006,FALDA CORTA,1,300,CANVAS ST.,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,300,S,ROSA,,04/04/2006,S,300.0,,S,300.0,N,N,,N,,N,N,74.27
344,14222,14/02/2006,CAPRI,1,147,GAB. CAMUFLAJE PORCELANA,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,147,S,ARMINDA,,12/04/2006,S,147.0,,S,147.0,N,N,,N,,N,N,112.67
345,14177,14/02/2006,CAPRI,1,273,GABARDINA ST. 6 OZ.,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,273,S,ELISA / GUTIERREZ,,19/04/2006,S,273.0,,S,273.0,N,N,,N,,N,N,102.61
346,14300,14/02/2006,CAPRI,1,266,GABARDINA ST. 6 OZ.,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,263,S,VICTORIA,,19/04/2006,S,263.0,,S,259.0,N,N,,N,,N,N,115.93
347,14312,14/02/2006,CAPRI,1,196,GAB.ST.FLY FLEX /SATIN,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,213,S,ANGELICA,,19/04/2006,S,213.0,,S,209.0,N,N,,N,,N,N,98.21
348,1073,14/02/2006,BLUSON MANGA 3/4,1,198,BOAL RAYA CON LUREX EKB,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,198,S,EDUCAR,,20/03/2006,S,198.0,,S,198.0,N,N,,N,,N,N,74.30
349,1005,14/02/2006,BLUSA CON TIRANTES,1,297,POP.HILO/BOAL RAYA LUREX,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,297,S,ANA ROSA,,15/03/2006,S,297.0,,S,297.0,N,N,,N,,N,N,60.69
350,7982,14/02/2006,BLUSA CON TIRANTES,1,297,POPELINA HILO,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,297,S,ISABEL,,12/04/2006,S,297.0,,S,297.0,N,N,,N,,N,N,61.06
351,7724,14/02/2006,BLUSA SIN MANGAS,1,297,BOAL DESAHUJADO POP. 811,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,297,S,GENARO,,10/03/2006,S,297.0,,S,292.0,N,N,,N,,N,N,52.78
352,2250,14/02/2006,VESTIDO CON TIRANTES,1,200,BOAL MAQUINILLA,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,200,S,TITA,,17/04/2006,S,200.0,,S,200.0,N,N,,N,,N,N,120.57
353,2249,14/02/2006,VESTIDO CON TIRANTES,1,200,POP.HILO/BOAL BORDADO EKB,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,200,S,PEDRO OSORIO,,11/04/2006,S,200.0,,S,200.0,N,N,,N,,N,N,98.47
354,14310,15/02/2006,CAPRI,1,3078,GAB.ST.6 OZ. / SATIN LISO,101,15/03/2006,28/03/2006,20060315,20060328,S,S,S,3077,S,VARIOS,,05/04/2006,S,3065.0,,S,3059.0,N,N,,N,,N,N,111.76
355,14310,15/02/2006,CAPRI,1,828,GAB.ST.6 OZ. / SATIN LISO,101,15/04/2006,25/04/2006,20060415,20060425,S,S,S,828,S,ANA MARIA/ANA SILVIA,,12/04/2006,S,828.0,,S,828.0,N,N,,N,,N,N,115.21
356,14310,15/02/2006,CAPRI,1,748,GAB.ST.6 OZ. / SATIN LISO,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,748,S,ELIZABETH/GUILLERMIN,,20/04/2006,S,726.0,,S,726.0,N,N,,N,,N,N,115.66
357,1122,15/02/2006,BLUSA MANGA CORTA,1,2336,POPELINA HILO/ ENCAJE,101,15/03/2006,28/03/2006,20060315,20060328,S,S,S,2336,S,VARIOS,,03/04/2006,S,2322.0,,S,2331.0,N,N,,N,,N,N,69.05
358,1122,15/02/2006,BLUSA MANGA CORTA,1,744,POPELINA HILO/ ENCAJE,101,15/04/2006,25/04/2006,20060415,20060425,S,S,S,748,S,AMELIA,,30/03/2006,S,748.0,,S,748.0,N,N,,N,,N,N,68.61
359,1122,15/02/2006,BLUSA MANGA CORTA,1,650,POPELINA HILO/ ENCAJE,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,652,S,AMELIA,,30/03/2006,S,652.0,,S,652.0,N,N,,N,,N,N,69.61
360,1091,15/02/2006,BLUSA MANGA CORTA,1,2336,POP.HILO/BOALBOR.L ORO,101,15/03/2006,28/03/2006,20060315,20060328,S,S,S,2336,S,VARIOS,,06/04/2006,S,2336.0,,S,2336.0,N,N,,N,,N,N,74.44
361,1091,15/02/2006,BLUSA MANGA CORTA,1,744,POP.HILO/BOALBOR.L ORO,101,15/04/2006,25/04/2006,20060415,20060425,S,S,S,744,S,LEONOR,,29/03/2006,S,744.0,,S,744.0,N,N,,N,,N,N,75.28
362,1091,15/02/2006,BLUSA MANGA CORTA,1,650,POP.HILO/BOALBOR.L ORO,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,650,S,LEONOR,,29/03/2006,S,650.0,,S,650.0,N,N,,N,,N,N,75.53
363,14289,15/02/2006,CONJUNTO FALDA,2,2488,POP.HILO/BOALBOR.L ORO,101,15/04/2006,25/04/2006,20060415,20060425,S,S,S,2488,S,VARIOS,,18/04/2006,S,2481.5,,S,2479.0,N,N,,N,,N,N,152.65
364,14289,15/02/2006,CONJUNTO FALDA,2,696,POP.HILO/BOALBOR.L ORO,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,696,S,VARIOS,,25/04/2006,S,696.0,,S,696.0,N,N,,N,,N,N,151.33
365,14289,15/02/2006,CONJUNTO FALDA,2,656,POP.HILO/BOALBOR.L ORO,101,15/06/2006,20/06/2006,20060615,20060620,S,S,S,660,S,VARIOS,,03/05/2006,S,658.0,,S,659.0,N,N,,N,,N,N,143.38
366,14346,15/02/2006,FALDA CORTA,1,4679,MEZC.LONG RING/TUL FLOR,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,4688,S,DEGOLLADO,,07/04/2006,S,4688.0,,S,4683.0,N,N,,N,,N,N,77.83
367,14345,15/02/2006,FALDA CORTA,1,4738,MEZC.LONG RING/ENCAJE,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,4747,S,DEGOLLADO,,30/03/2006,S,4748.0,,S,4739.0,N,N,,N,,N,N,94.41
368,14317,15/02/2006,CAPRI,1,4624,GAB.ST.6OZ. / SATIN,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,4626,S,VARIOS,,22/03/2006,S,4609.0,,S,4604.0,N,N,,N,,N,N,101.02
369,1072,15/02/2006,BLUSA MANGA CORTA,1,4084,BOAL CUADROS EKB,101,15/05/2006,23/05/2006,20060515,20060523,S,S,S,3837,S,LEONOR,,27/04/2006,S,3837.0,,S,3813.0,N,N,ESPERAR AUTORIZACION,N,,N,N,68.22
370,13942,22/02/2006,PANTALON,1,120,POLY RAYON MARKIS 4520,625,15/03/2006,31/03/2006,20060315,20060331,S,S,S,108,S,ANA ESQUEDA,,15/03/2006,S,108.0,,S,108.0,N,N,,N,,N,N,93.38
371,14277,22/02/2006,PANTALON,1,120,POLY RAYON CON LUREX,625,15/03/2006,31/03/2006,20060315,20060331,S,S,S,120,S,PEDRO OSORIO,,28/04/2006,S,120.0,,S,120.0,N,N,,N,,N,N,97.05
372,14267,22/02/2006,PANTALON,1,120,GABARDINA CAMUFLAJE KARAM,625,15/03/2006,31/03/2006,20060315,20060331,S,S,S,120,S,GABY,,08/03/2006,S,120.0,,S,119.0,N,N,,N,,N,N,138.61
373,14157,06/03/2006,CAPRI BOLSA CARGO,1,440,GAB.ST.6 OZ. / POP. CAM.,296,31/03/2006,03/04/2006,20060331,20060403,S,S,S,440,S,ROSARIO,,30/03/2006,S,440.0,,S,441.0,N,N,,N,,N,N,103.75
374,1003,06/03/2006,BLUSON,1,468,BOAL BOR.L. P./POP.HILO,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,663,S,TITA,,29/05/2006,S,663.0,,S,663.0,N,N,,N,,N,N,75.51
375,1004,06/03/2006,BLUSON,1,663,BOAL BORDADO/POP.HILO,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,663,S,AMELIA,,17/04/2006,S,663.0,,S,663.0,N,N,,N,,N,N,69.97
376,1012,06/03/2006,BLUSA MANGA CORTA,1,247,POP.ST. CUADROS,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,247,S,EDUARDO,,17/03/2006,S,247.0,,S,247.0,N,N,,N,,N,N,87.58
377,1022,06/03/2006,BLUSON,1,663,BOAL ESCARCHA,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,663,S,PEDRO CURZ,,08/06/2006,S,663.0,,S,662.0,N,N,,N,,N,N,73.47
378,1071,06/03/2006,BLUSON,1,676,BOAL BOR.L.P.C/LENTEJUELA,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,676,S,PEDRO CRUZ,,02/05/2006,S,676.0,,S,674.0,N,N,ESPERAR AUTORIZACION,N,,N,N,76.42
379,1089,06/03/2006,BLUSA,1,663,BOAL BORD. L.P./POP.HILO,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,663,S,ERNESTO/EDUARDO,,01/06/2006,S,662.0,,S,668.0,N,N,,N,,N,N,77.80
380,1105,06/03/2006,BLUSA MANGA CORTA,1,247,MANTA CON LUREX 101,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,247,S,PEDRO CRUZ,,03/04/2006,S,247.0,,S,246.0,N,N,,N,,N,N,67.57
381,14243,06/03/2006,FALDA,1,689,BOAL BOR.LANVIN/POP.HILO,640,01/04/2006,30/04/2006,20060401,20060430,S,S,S,515,S,MARISOL,,12/04/2006,S,515.0,,S,515.0,N,N,,N,,N,N,103.23
382,14208,13/03/2006,FALDA,1,1662,POP HILO/BOAL BOR LUREX P,101,25/03/2006,31/03/2006,20060325,20060331,S,S,S,1666,S,GTZ / AMELIA,,16/03/2006,S,1661.0,,S,1656.0,N,N,,N,,N,S,95.43
383,14333,27/03/2006,CAPRI BOLSAS CARGO,1,147,GAB.CAMUFLAJE PORCELANA,294,15/03/2006,15/04/2006,20060315,20060415,S,S,S,147,S,LILA,,12/04/2006,S,147.0,,S,146.0,N,N,,N,,N,N,124.89
384,1122,11/04/2006,BLUSA MANGA CORTA,1,300,POP.HILO/ENCAJE LACE FAB,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,VARONICA/ELISA,,09/05/2006,S,300.0,,S,300.0,N,N,,N,,N,N,64.83
385,1314,11/04/2006,BLUSA MANGA LARGA,1,300,BOAL CUADRADO C/LUREX,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,AMELIA,,12/07/2006,S,300.0,,S,300.0,N,N,FALTA DE TELA,N,,N,S,69.11
386,1121,11/04/2006,BLUSA MANGA CORTA,1,297,POP.HILO / ENCAJE LACE,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,282,S,EDUARDO,,16/05/2006,S,282.0,,S,281.0,N,N,,N,,N,N,65.00
387,1138,11/04/2006,BLUSA SIN MANGAS,1,300,ENCAJE ST. LACE 1375,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,MARGARITA,,09/05/2006,S,300.0,,S,294.0,N,N,,N,,N,N,76.97
388,1311,11/04/2006,BLUSA MANGA CORTA,1,297,POP.HILO/ENCAJE MONDI,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,CELIA,,04/05/2006,S,300.0,,S,298.0,N,N,,N,,N,N,71.30
389,1119,11/04/2006,BLUSA MANGA CORTA,1,300,POP.HILO/ENCAJE LACE 1375,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,GABY / ERNESTO,,11/05/2006,S,302.0,,S,296.0,N,N,,N,,N,N,78.21
390,14319,11/04/2006,CAPRI,1,504,PACIFICO/ENCJAE C/LUR MON,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,504,S,GTZ/OSWALDO/CLAUDIA,,11/05/2006,S,506.0,,S,507.0,N,N,FALTA DE TELA,N,,N,N,128.08
391,14300,11/04/2006,CAPRI,1,504,GAB. FLY FLEX ORGANITEL,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,504,S,VIC/TALLER/ARMINDA,,23/05/2006,S,504.0,,S,493.0,N,N,,N,,N,N,99.36
392,14322,11/04/2006,CAPRI,1,504,GAB. FLY FLEX/SATIN LISO,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,504,S,ANA ROSA/NEI,,23/05/2006,S,504.0,,S,503.0,N,N,,N,,N,N,114.88
393,14313,11/04/2006,NIKER,1,300,GAB. ST. 6 OZ.,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,ANA E/PEDRO O/JORGE,,30/05/2006,S,300.0,,S,300.0,N,N,FALTA DE TELA,N,,N,N,79.64
394,14326,11/04/2006,NIKER,1,300,GAB. ST. 6 OZ./SATIN LISO,117,01/05/2006,25/05/2006,20060501,20060525,S,S,S,300,S,VERO/ANA S/TALLER,,08/06/2006,S,300.0,,S,300.0,N,N,FALTA DE TELA,N,,N,N,82.26
395,1090,18/04/2006,BLUSA MANGA CORTA,1,2486,BOA LISO/BORDADO,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,2486,S,VARIOS,,28/04/2006,S,2483.0,,S,2477.0,N,N,,N,,N,N,77.78
396,1090,18/04/2006,BLUSA MANGA CORTA,1,618,BOA LISO/BORDADO,101,10/06/2006,15/06/2006,20060610,20060615,S,S,S,698,S,AMELIA/SILVIA VQZ.,,13/06/2006,S,698.0,,S,698.0,N,N,,N,,N,N,80.61
397,1090,18/04/2006,BLUSA MANGA CORTA,1,470,BOA LISO/BORDADO,101,10/07/2006,15/07/2006,20060710,20060715,S,S,S,470,S,CAROLINA,,28/04/2006,S,471.0,,S,476.0,N,N,,N,,N,N,82.01
398,1137,18/04/2006,BLUSA MANGA CORTA,1,840,ENCAJE STRETCH,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,844,S,MARGARITA,,06/06/2006,S,844.0,,S,844.0,N,N,FALTA DE TELA,N,,N,N,59.60
399,1137,18/04/2006,BLUSA MANGA CORTA,1,226,ENCAJE STRETCH,101,10/07/2006,15/07/2006,20060710,20060715,S,S,S,230,S,MARGARITA,,06/06/2006,S,230.0,,S,230.0,N,N,,N,,N,N,61.46
400,1120,18/04/2006,BLUSA MANGA CORTA,1,2488,BOAL LISO / ENCAJE,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,2490,S,VARIOS,,12/05/2006,S,2481.0,,S,2484.0,N,N,,N,,N,N,67.01
401,1120,18/04/2006,BLUSA MANGA CORTA,1,618,BOAL LISO / ENCAJE,101,10/06/2006,15/06/2006,20060610,20060615,S,S,S,618,S,ANA SILVIA/ ROSARIO,,11/05/2006,S,618.0,,S,611.0,N,N,,N,,N,N,67.52
402,1120,18/04/2006,BLUSA MANGA CORTA,1,542,BOAL LISO / ENCAJE,101,10/07/2006,15/07/2006,20060710,20060715,S,S,S,542,S,RAFAEL MEDINA/TITA,,17/05/2006,S,542.0,,S,542.0,N,N,,N,,N,N,67.39
403,14171,18/04/2006,FALDA CORTA,1,1912,CANVAS ST./GAB.CAMUFLAJE,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,1918,S,VARIOS,,28/04/2006,S,1918.0,,S,1915.0,N,N,,N,,N,N,81.79
404,14177,18/04/2006,CAPRI CON FAJO,1,2866,GAB. ST. 6 OZ. PORCELANA,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,2866,S,VARIOS,,06/06/2006,S,2855.0,,S,2855.0,N,N,,N,,N,N,125.53
405,1137,18/04/2006,BLUSA MANGA CORTA,1,350,ENCAJE ST.,101,10/06/2006,15/06/2006,20060610,20060615,S,S,S,352,S,MARGARITA,,06/06/2006,S,352.0,,S,352.0,N,N,,N,,N,N,61.62
406,1121,18/04/2006,BLUSA MANGA CORTA,1,824,BOAL LISO / ENCAJE,101,15/05/2006,20/05/2006,20060515,20060520,S,S,S,824,S,VARIOS,,16/05/2006,S,824.0,,S,829.0,N,N,,N,,N,N,66.16
407,1121,18/04/2006,BLUSA MANGA CORTA,1,350,BOAL LISO / ENCAJE,101,10/06/2006,15/06/2006,20060610,20060615,S,S,S,350,S,CELIA,,17/05/2006,S,350.0,,S,345.0,N,N,,N,,N,N,66.62
408,1121,18/04/2006,BLUSA MANGA CORTA,1,284,BOAL LISO / ENCAJE,101,10/07/2006,15/07/2006,20060710,20060715,S,S,S,284,S,EDUCAR,,12/05/2006,S,284.0,,S,284.0,N,N,,N,,N,N,66.19
409,14237,24/04/2006,CAPRI,1,100,CANVAS ST/POP. FANTASIA,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,100,S,NEI,,27/04/2006,S,100.0,,S,100.0,N,N,,N,,N,N,102.60
410,14177,24/04/2006,CAPRI,1,90,GABARDINA ST. PORCELANA,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,77,S,NEI,,27/04/2006,S,77.0,,S,77.0,N,N,,N,,N,N,122.59
414,14204,27/04/2006,PANTALON,1,100,GAB. ST. PACIFICO,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,100,S,NEI,,03/05/2006,S,100.0,,S,100.0,N,N,,N,,N,N,128.15
413,14121,27/04/2006,FALDA,1,100,BOAL LISO / MAQUINILLA,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,100,S,TITA,,03/05/2006,S,100.0,,S,100.0,N,N,,N,,N,N,118.07
412,2256,27/04/2006,VESTIDO CON TIRANTES,1,50,BOAL LISO/BORD. SIN LUREX,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,50,S,MARISOL,,03/05/2006,S,50.0,,S,50.0,N,N,,N,,N,N,113.61
411,2262,27/04/2006,VESTIDO SIN MANGAS,1,50,BOAL LISO/MAQUINILLA,413,01/05/2006,10/05/2006,20060501,20060510,S,S,S,50,S,SILVIA RIVAS,,04/05/2006,S,50.0,,S,50.0,N,N,,N,,N,N,112.46
415,1045,03/05/2006,BLUSA CON TIRANTES,1,130,GAB. PACIFICO/POP.HILO,413,31/05/2006,05/06/2006,20060531,20060605,S,S,S,130,S,ERNESTO,,11/05/2006,S,130.0,,S,129.0,N,N,,N,,N,N,72.37
416,14158,03/05/2006,FALDA CORTA,1,100,MEZCLILLA /BOAL ESCARCHA,413,31/05/2006,05/06/2006,20060531,20060605,S,S,S,140,S,VICTORIA,,10/05/2006,S,145.0,,S,139.0,N,N,,N,,N,N,114.03
417,14147,03/05/2006,PANTALON,1,105,GABARDINA ST. PACIFICO,413,31/05/2006,05/06/2006,20060531,20060605,S,S,S,105,S,HERMINIA,,25/05/2006,S,105.0,,S,105.0,N,N,,N,,N,N,115.42
418,14318,03/05/2006,CAPRI,1,406,GAB. FLY FLEX / SATIN LIS,727,31/05/2006,05/06/2006,20060531,20060605,S,S,S,406,S,ANA SILVIA/ NEI,,08/06/2006,S,406.0,,S,405.0,N,N,,N,,N,N,108.42
419,14333,03/05/2006,CAPRI,1,203,CAMUFLAJE 6OZ./SATIN LISO,727,31/05/2006,05/06/2006,20060531,20060605,S,S,S,203,S,ERNESTINA,,19/05/2006,S,203.0,,S,203.0,N,N,,N,,N,N,126.62
420,14333,08/05/2006,CAPRI,1,4163,GAB. CAMUFLAJE POR/SATIN,101,15/06/2006,25/06/2006,20060615,20060625,S,S,S,4165,S,VARIOS,,17/05/2006,S,4165.0,,S,4165.0,N,N,,N,,N,N,128.15
421,14359,08/05/2006,PANTALON,1,1222,GAB. CAMUFLAJE POR/SATIN,101,20/05/2006,25/05/2006,20060520,20060525,S,S,S,1222,S,ERNESTINA,,09/06/2006,S,1218.0,,S,1218.0,N,N,,N,,N,N,131.31
422,14359,08/05/2006,PANTALON,1,293,GAB. CAMUFLAJE POR/SATIN,101,15/06/2006,25/06/2006,20060615,20060625,S,S,S,293,S,CARMEN ZARATE,,08/06/2006,S,293.0,,S,293.0,N,N,,N,,N,N,132.07
423,14359,08/05/2006,PANTALON,1,241,GAB. CAMUFLAJE POR/SATIN,101,15/07/2006,23/07/2006,20060715,20060723,S,S,S,241,S,LILA,,25/05/2006,S,241.0,,S,224.0,N,N,,N,,N,N,133.65
424,14208,08/05/2006,FALDA,1,2158,BOAL LISO/BORD LUREX PLAT,101,20/05/2006,25/05/2006,20060520,20060525,S,S,S,2158,S,AMELIA/LEONOR,,23/05/2006,S,2158.0,,S,2156.0,N,N,,N,,N,N,83.04
425,14322,08/05/2006,CAPRI,1,1818,GAB. FLY FLEX/SATIN LISO,101,10/06/2006,20/06/2006,20060610,20060620,S,S,S,1818,S,VARIOS,,27/06/2006,S,1818.0,,S,1811.0,N,N,,N,,N,N,116.93
426,14155,08/05/2006,CAPRI,1,1310,CANVAS ST. / SATIN LISO,101,10/06/2006,20/06/2006,20060610,20060620,S,S,S,1310,S,VARIOS,,16/06/2006,S,1311.0,,S,1311.0,N,N,,N,,N,N,104.78
427,14339,08/05/2006,CAPRI,1,1386,CANVAS ST. / SATIN LISO,101,10/06/2006,20/06/2006,20060610,20060620,S,S,S,1386,S,VARIOS,,21/06/2006,S,1376.0,,S,1377.0,N,N,,N,,N,N,108.38
428,1289,08/05/2006,BLUSA MANGA CORTA,1,2380,POPELINA HILO,101,15/06/2006,25/06/2006,20060615,20060625,S,S,S,2380,S,VARIOS,,26/05/2006,S,2374.0,,S,2378.0,N,N,,N,,N,N,68.90
429,14373,08/05/2006,PANTALON,1,3084,GAB. ST. PORCELANA/SATIN,101,20/05/2006,25/05/2006,20060520,20060525,S,S,S,3084,S,VARIOS,,21/06/2006,S,3086.0,,S,3072.0,N,N,,N,,N,N,127.26
430,14373,08/05/2006,PANTALON,1,664,GAB. ST. PORCELANA/SATIN,101,15/06/2006,25/06/2006,20060615,20060625,S,S,S,664,S,ILEANA,,24/05/2006,S,660.0,,S,660.0,N,N,,N,,N,N,112.76
